,fuelType_Clusters,tripsTaken_Clusters,dailyRate_Clusters,vehicleMake_Clusters,vehicleType_Clusters,vehicleAge_Clusters
975,3,1,1,1,2,1
976,3,2,1,1,1,1
977,0,0,1,3,1,1
978,3,1,1,1,2,1
979,0,1,1,3,1,4
980,2,0,1,1,0,4
981,0,4,1,3,1,1
982,0,0,1,1,3,3
983,2,2,1,1,0,1
984,0,2,1,1,1,1
985,0,3,1,4,1,0
986,3,1,1,1,3,1
987,1,0,3,1,1,3
988,3,1,1,1,1,1
989,0,4,1,3,1,1
990,0,2,1,1,1,4
991,0,3,1,1,1,4
992,0,3,1,4,1,0
993,0,2,1,3,1,1
994,0,0,3,3,0,0
995,3,1,1,1,2,1
996,0,0,1,0,1,3
997,0,3,1,1,3,3
998,0,3,1,0,0,4
999,3,2,1,1,1,1
1000,0,4,1,2,1,1
1001,0,0,1,3,1,0
1002,0,2,1,1,1,1
1003,1,0,3,1,0,3
1004,0,1,1,1,2,1
1005,0,0,3,2,1,3
1006,1,2,3,1,0,3
1007,3,0,3,2,2,0
1008,1,0,3,1,0,3
1009,0,0,3,0,3,3
1010,3,0,3,1,1,1
1011,1,2,3,1,1,3
1012,3,1,1,1,3,1
1013,3,0,1,0,1,4
1014,0,3,1,3,0,4
1015,0,2,1,3,3,1
1016,0,0,3,3,1,0
1017,3,2,1,1,2,1
1018,0,0,1,3,1,0
1019,0,3,1,1,0,1
1020,0,0,1,3,1,0
1021,1,0,3,1,0,3
1022,1,0,3,1,0,3
1023,0,3,1,2,1,1
1024,1,0,1,1,0,3
1025,0,0,1,0,1,1
1026,4,2,1,2,1,0
1027,0,3,3,2,0,4
1028,0,0,3,2,1,3
1029,0,2,0,2,0,0
1030,0,0,1,3,1,4
1031,0,0,3,2,2,3
1032,0,3,0,2,0,1
1033,0,0,1,0,1,0
1034,3,3,3,2,3,1
1035,0,3,1,1,3,3
1036,0,1,1,1,1,1
1037,0,3,3,1,1,0
1038,0,0,1,2,2,1
1039,0,0,1,0,0,1
1040,0,2,1,2,0,1
1041,3,0,1,1,4,0
1042,0,1,3,1,1,1
1043,3,2,1,2,4,1
1044,0,3,3,2,0,4
1045,0,0,3,2,2,3
1046,0,3,1,1,1,3
1047,0,3,1,3,1,0
1048,0,0,3,0,1,3
1049,0,3,3,3,1,4
1050,0,3,1,0,0,1
1051,3,3,3,3,1,0
1052,0,0,1,2,0,4
1053,3,0,3,3,4,1
1054,0,3,3,3,1,0
1055,1,0,3,1,0,3
1056,3,0,1,2,1,4
1057,0,0,1,1,0,1
1058,0,0,1,1,0,0
1059,0,0,1,2,1,3
1060,3,0,1,0,1,1
1061,3,0,0,0,1,0
1062,1,2,3,1,0,3
1063,3,0,3,2,3,1
1064,0,0,1,2,1,3
1065,0,0,1,2,1,4
1066,1,0,0,1,1,0
1067,0,1,1,4,0,0
1068,1,0,0,1,0,0
1069,3,0,1,3,1,1
1070,3,0,3,0,2,0
1071,0,0,3,0,1,4
1072,0,1,1,3,1,0
1073,4,0,1,0,1,3
1074,0,2,3,1,1,0
1075,0,0,1,0,0,3
1076,0,3,3,0,1,4
1077,0,3,3,1,3,3
1078,3,0,1,2,4,1
1079,2,0,1,1,4,4
1080,0,0,1,0,0,1
1081,0,3,1,2,1,4
1082,0,3,3,1,1,3
1083,0,0,0,2,1,0
1084,0,1,1,0,1,0
1085,0,0,1,4,1,3
1086,0,0,3,1,1,4
1087,0,0,3,2,2,3
1088,0,0,3,2,2,0
1089,3,0,1,0,4,1
1090,1,3,3,1,1,0
1091,0,0,0,3,0,1
1092,1,1,3,1,1,0
1093,3,0,1,4,2,3
1094,0,3,1,2,0,4
1095,2,2,1,0,4,1
1096,0,2,1,3,1,3
1097,3,1,1,2,1,4
1098,0,0,1,0,0,0
1099,0,4,1,2,0,0
1100,0,0,1,4,0,3
1101,0,0,1,3,0,3
1102,0,0,1,3,0,3
1103,0,0,1,3,0,3
1104,0,0,1,3,0,3
1105,0,0,1,3,0,3
1106,0,0,1,3,0,3
1107,0,0,1,3,0,3
1108,0,0,1,3,0,3
1109,3,0,1,4,4,3
1110,3,3,1,1,0,1
1111,0,4,1,3,0,0
1112,1,0,3,1,0,3
1113,3,0,1,3,4,3
1114,0,0,1,2,1,3
1115,4,0,1,3,3,0
1116,0,2,0,2,0,0
1117,0,3,3,3,0,0
1118,0,3,3,3,0,0
1119,0,0,3,0,1,0
1120,1,0,3,1,0,3
1121,0,0,3,0,1,4
1122,0,0,1,4,0,3
1123,0,3,4,2,0,2
1124,0,0,3,4,0,3
1125,0,0,1,2,3,0
1126,0,0,1,2,2,4
1127,3,0,3,4,1,4
1128,0,0,3,2,0,4
1129,0,3,1,2,0,0
1130,0,0,1,1,0,4
1131,1,0,1,4,1,3
1132,0,0,1,0,0,4
1133,0,0,1,2,2,4
1134,0,0,1,0,1,1
1135,0,0,1,2,1,1
1136,0,2,1,0,1,0
1137,1,0,0,1,1,0
1138,0,0,1,3,0,0
1139,3,0,1,0,2,3
1140,0,0,1,0,0,4
1141,0,0,3,0,1,3
1142,0,3,3,2,0,0
1143,1,3,0,1,4,3
1144,3,0,1,0,4,1
1145,0,1,1,3,0,3
1146,3,0,1,2,4,1
1147,0,0,1,2,0,1
1148,3,0,1,1,1,3
1149,3,0,1,2,4,1
1150,0,0,3,4,1,3
1151,0,0,1,3,1,3
1152,3,0,1,0,4,1
1153,0,0,1,2,0,1
1154,0,0,3,0,1,3
1155,0,0,1,0,0,0
1156,1,2,3,1,0,0
1157,0,0,1,1,1,3
1158,0,4,3,2,0,0
1159,0,3,1,4,0,0
1160,0,2,3,2,3,3
1161,1,3,0,1,0,3
1162,0,0,1,2,1,3
1163,1,0,0,1,0,3
1164,0,0,1,3,0,3
1165,0,2,3,4,1,3
1166,0,2,3,2,0,0
1167,1,0,4,1,1,0
1168,2,0,4,2,0,0
1169,3,0,3,3,1,3
1170,0,1,1,1,0,4
1171,0,0,1,2,1,3
1172,0,1,1,2,0,0
1173,0,0,1,0,1,3
1174,0,0,3,4,1,0
1175,0,3,1,2,2,3
1176,0,0,0,0,3,3
1177,0,0,3,1,3,3
1178,0,3,1,4,0,3
1179,0,0,3,3,1,3
1180,0,3,3,0,0,0
1181,0,3,1,4,1,3
1182,0,3,1,0,1,0
1183,2,2,1,4,0,3
1184,0,0,1,0,1,1
1185,0,0,1,0,0,4
1186,3,0,1,2,4,0
1187,0,3,1,0,0,1
1188,0,0,3,1,0,3
1189,0,0,3,4,1,1
1190,0,0,1,3,0,0
1191,0,0,1,1,0,1
1192,0,3,1,3,0,1
1193,0,2,1,3,0,0
1194,0,0,0,2,0,3
1195,2,3,4,2,0,0
1196,1,0,3,1,0,3
1197,0,0,3,3,1,0
1198,1,0,0,1,0,3
1199,0,0,3,2,0,0
1200,0,1,0,4,1,0
1201,0,0,3,1,1,3
1202,0,0,3,0,1,4
1203,0,3,3,2,0,3
1204,0,0,1,1,0,0
1205,0,0,3,2,0,0
1206,0,4,0,3,0,4
1207,1,3,0,1,0,3
1208,0,3,0,2,1,3
1209,0,0,3,3,0,0
1210,1,0,3,1,0,3
1211,1,3,0,1,1,3
1212,1,2,0,1,1,0
1213,0,0,1,1,0,4
1214,3,2,0,3,4,4
1215,1,2,0,1,0,3
1216,0,3,0,3,0,4
1217,0,0,3,2,0,3
1218,0,0,3,4,1,0
1219,0,3,0,2,0,0
1220,1,3,3,1,0,3
1221,0,2,4,3,1,0
1222,2,3,4,2,0,0
1223,1,0,0,1,0,3
1224,1,1,0,1,0,3
1225,0,1,0,2,0,0
1226,0,0,0,3,0,4
1227,3,0,0,3,0,0
1228,0,1,0,4,0,4
1229,1,1,0,1,0,3
1230,1,0,0,1,0,3
1231,0,2,3,3,1,3
1232,0,0,3,2,1,0
1233,1,1,0,1,0,3
1234,0,0,3,1,1,3
1235,0,2,3,2,0,0
1236,0,2,3,2,0,3
1237,0,0,0,3,1,0
1238,0,0,1,0,1,1
1239,0,0,3,2,1,3
1240,0,0,3,0,0,3
1241,1,3,0,1,0,3
1242,0,2,3,3,0,3
1243,0,0,3,3,0,3
1244,0,3,3,0,2,3
1245,0,0,3,3,1,3
1246,0,0,4,3,1,0
1247,1,0,0,1,0,0
1248,1,2,3,1,0,0
1249,1,0,0,1,1,3
1250,0,3,0,3,0,4
1251,0,0,0,2,0,3
1252,0,3,0,3,1,3
1253,4,3,3,4,1,3
1254,0,2,3,4,1,3
1255,3,0,0,3,4,1
1256,0,3,1,3,0,1
1257,0,0,0,2,0,0
1258,1,2,3,1,0,3
1259,0,0,2,3,0,0
1260,0,4,3,0,2,4
1261,0,1,3,2,0,3
1262,1,1,3,1,0,3
1263,0,0,0,4,1,3
1264,0,2,0,3,0,4
1265,0,0,0,3,0,4
1266,0,0,1,2,0,0
1267,0,2,3,2,0,0
1268,0,0,3,3,1,3
1269,0,0,4,3,1,4
1270,0,3,1,2,3,3
1271,0,2,3,1,2,0
1272,0,2,3,0,0,3
1273,0,0,1,0,1,0
1274,0,0,2,2,0,0
1275,0,0,1,1,1,0
1276,0,2,3,0,3,0
1277,0,1,0,4,1,3
1278,0,2,3,2,1,1
1279,0,0,3,2,1,3
1280,0,1,3,1,1,4
1281,0,0,3,3,0,0
1282,0,2,3,2,1,3
1283,0,0,1,1,0,4
1284,0,0,1,0,1,0
1285,0,0,3,4,1,0
1286,0,1,1,1,0,0
1287,0,3,1,0,0,3
1288,0,2,3,0,3,3
1289,0,3,3,4,1,0
1290,1,3,0,1,1,0
1291,0,0,0,3,1,3
1292,0,0,1,3,0,0
1293,0,3,3,2,0,0
1294,0,0,1,1,1,0
1295,0,0,1,1,0,0
1296,0,1,0,3,0,4
1297,3,0,1,0,0,3
1298,0,2,3,0,2,4
1299,0,3,1,4,1,1
1300,1,0,3,1,0,0
1301,0,1,3,2,0,0
1302,0,0,0,4,1,0
1303,0,3,0,4,0,3
1304,0,0,0,3,0,0
1305,0,2,3,2,1,3
1306,3,3,3,3,0,4
1307,1,3,0,1,0,3
1308,0,2,1,3,1,0
1309,3,0,3,3,4,3
1310,1,2,3,1,0,3
1311,1,0,3,1,1,3
1312,0,3,3,1,0,3
1313,0,4,1,3,0,4
1314,1,3,3,1,0,3
1315,1,3,3,1,0,3
1316,3,0,1,2,4,0
1317,1,0,3,1,0,3
1318,0,3,3,1,1,4
1319,0,2,3,3,0,3
1320,0,3,0,3,1,3
1321,3,2,3,2,4,3
1322,0,0,3,4,0,3
1323,0,2,3,2,1,3
1324,0,0,0,0,1,1
1325,0,0,1,4,1,0
1326,0,0,0,2,0,3
1327,0,3,3,1,2,0
1328,0,0,3,4,0,0
1329,0,0,3,2,3,3
1330,0,0,3,2,0,3
1331,0,2,3,3,1,3
1332,0,3,4,3,0,0
1333,0,3,3,1,1,0
1334,0,0,4,2,0,3
1335,0,3,0,1,0,3
1336,3,0,1,0,4,0
1337,0,0,1,1,1,4
1338,0,0,1,2,0,0
1339,0,0,3,2,0,0
1340,0,3,1,0,1,0
1341,2,3,0,2,0,0
1342,0,0,1,2,0,3
1343,0,3,1,2,0,3
1344,0,0,1,3,0,0
1345,0,0,1,2,1,3
1346,0,0,1,3,1,0
1347,0,3,1,0,1,0
1348,0,3,0,3,0,4
1349,0,2,1,2,0,3
1350,0,2,1,0,0,0
1351,0,0,3,1,2,1
1352,3,0,3,4,1,3
1353,0,0,0,2,0,3
1354,0,0,1,2,0,3
1355,3,2,3,2,2,3
1356,0,2,3,2,0,1
1357,1,0,0,1,1,3
1358,0,0,1,1,1,0
1359,0,0,1,0,1,0
1360,0,0,3,4,1,3
1361,0,2,1,3,0,0
1362,0,0,3,3,0,4
1363,0,0,3,4,1,3
1364,0,1,3,0,0,0
1365,0,0,1,4,1,0
1366,0,2,1,4,1,3
1367,3,2,3,2,4,3
1368,2,2,0,2,0,0
1369,0,0,3,3,0,4
1370,0,0,1,3,0,3
1371,0,2,3,2,0,3
1372,0,3,0,2,0,3
1373,0,0,1,3,0,3
1374,0,3,3,4,0,0
1375,0,0,1,3,0,0
1376,0,3,1,0,0,0
1377,0,0,1,2,0,3
1378,0,0,3,4,1,0
1379,0,0,3,3,0,3
1380,0,3,1,2,0,3
1381,0,0,3,4,0,0
1382,0,3,3,3,0,3
1383,0,0,3,3,0,0
1384,2,3,0,2,0,0
1385,0,0,1,3,0,3
1386,3,3,1,4,1,0
1387,0,3,1,0,0,3
1388,0,3,1,0,0,3
1389,0,0,3,2,0,3
1390,0,0,3,4,0,0
1391,0,0,1,3,0,3
1392,1,0,3,1,0,0
1393,0,0,1,1,1,3
1394,0,1,1,0,0,0
1395,0,0,3,2,1,3
1396,3,0,3,3,4,0
1397,0,0,1,1,0,3
1398,0,0,3,3,0,3
1399,0,1,1,4,1,3
1400,0,0,0,3,0,3
1401,0,1,1,0,0,0
1402,0,2,4,0,0,1
1403,0,1,1,0,0,0
1404,2,0,1,0,0,3
1405,0,0,1,0,0,3
1406,0,3,3,2,0,0
1407,0,0,1,2,3,0
1408,2,3,0,2,0,3
1409,0,0,1,2,0,3
1410,0,1,1,0,0,0
1411,0,0,3,3,0,0
1412,2,2,0,2,0,0
1413,0,2,0,2,0,0
1414,0,0,3,4,1,0
1415,0,2,1,0,0,4
1416,0,0,3,0,1,3
1417,0,0,0,3,0,3
1418,0,2,3,3,1,0
1419,3,0,2,4,0,3
1420,0,0,3,4,1,3
1421,3,0,3,3,1,4
1422,0,0,2,4,0,3
1423,3,0,1,3,4,3
1424,0,3,1,3,1,0
1425,0,3,0,4,1,3
1426,0,1,3,3,0,4
1427,0,2,1,2,0,0
1428,0,0,3,2,0,3
1429,0,1,1,0,0,3
1430,0,0,3,2,3,0
1431,0,0,2,4,0,3
1432,0,0,3,1,1,3
1433,3,0,3,3,4,0
1434,0,0,1,3,0,4
1435,0,0,1,0,0,0
1436,0,0,1,0,0,4
1437,0,0,1,0,0,0
1438,1,0,3,1,0,3
1439,2,0,1,0,0,1
1440,0,2,1,3,1,1
1441,0,2,3,2,0,0
1442,0,0,1,2,0,0
1443,0,0,1,1,1,3
1444,1,0,3,1,0,3
1445,0,0,1,2,1,1
1446,0,3,1,2,0,3
1447,0,0,1,0,0,0
1448,1,0,0,1,1,0
1449,4,2,1,1,1,1
1450,3,0,1,0,3,1
1451,0,0,1,4,0,0
1452,2,0,1,0,0,4
1453,0,0,1,1,0,1
1454,0,0,1,1,1,0
1455,0,0,1,1,0,0
1456,3,0,1,2,4,4
1457,0,0,1,1,0,0
1458,0,3,1,0,0,0
1459,3,3,1,2,4,0
1460,0,0,1,3,1,4
1461,4,0,3,3,3,0
1462,0,3,1,0,0,4
1463,3,0,1,3,4,1
1464,0,0,1,2,0,1
1465,0,0,1,3,1,0
1466,3,2,1,1,1,4
1467,0,2,1,1,1,4
1468,3,3,1,4,1,0
1469,1,0,3,1,0,0
1470,0,0,1,2,0,1
1471,1,3,3,1,0,4
1472,0,3,3,2,0,0
1473,0,0,3,2,0,1
1474,0,0,1,2,3,1
1475,0,0,0,3,1,4
1476,4,0,1,3,3,0
1477,0,0,0,3,0,0
1478,1,0,0,1,0,3
1479,1,0,3,1,4,3
1480,0,0,1,2,0,4
1481,0,3,3,2,2,0
1482,0,0,1,3,0,0
1483,0,3,1,4,0,0
1484,3,3,1,2,4,1
1485,0,3,1,2,0,0
1486,3,0,3,4,1,0
1487,0,2,1,0,2,4
1488,3,3,1,0,0,3
1489,3,0,3,1,1,0
1490,0,0,1,2,0,1
1491,0,3,1,3,0,4
1492,0,2,1,0,1,1
1493,2,3,1,1,0,4
1494,3,2,1,2,4,1
1495,0,1,1,1,0,0
1496,0,0,1,3,1,0
1497,0,0,1,1,0,3
1498,0,3,1,1,0,1
1499,0,3,1,3,0,4
1500,3,0,1,0,4,0
1501,0,0,1,1,0,1
1502,0,2,1,1,0,1
1503,0,1,1,1,0,1
1504,0,0,3,4,1,0
1505,0,2,3,2,0,0
1506,3,1,1,2,0,1
1507,0,2,1,1,0,1
1508,0,3,1,1,0,1
1509,0,0,1,3,1,1
1510,0,0,3,2,1,4
1511,0,0,1,0,1,3
1512,0,0,1,1,0,0
1513,0,3,1,1,0,4
1514,2,0,1,1,0,1
1515,0,3,1,1,0,1
1516,3,3,1,1,4,0
1517,0,3,1,1,0,1
1518,0,3,1,1,0,1
1519,0,0,1,1,0,4
1520,0,3,1,1,0,1
1521,0,0,1,1,0,0
1522,0,2,1,1,0,1
1523,0,2,1,1,0,1
1524,0,0,1,4,0,3
1525,0,0,1,0,0,3
1526,0,2,1,0,0,3
1527,2,0,1,2,1,1
1528,0,0,1,3,0,0
1529,0,0,1,1,0,1
1530,0,0,1,3,1,0
1531,3,0,1,1,4,3
1532,0,0,0,0,3,0
1533,4,0,0,3,3,3
1534,0,0,1,1,0,4
1535,0,0,1,1,0,1
1536,2,0,1,4,0,0
1537,3,0,1,1,4,4
1538,3,0,1,1,4,0
1539,1,0,0,1,1,3
1540,2,0,1,2,0,0
1541,0,0,3,0,0,0
1542,3,0,1,4,4,3
1543,1,0,0,1,1,3
1544,0,0,1,3,0,1
1545,0,0,1,0,0,3
1546,0,0,1,4,1,1
1547,0,0,1,3,1,4
1548,1,3,3,1,0,3
1549,1,0,3,1,0,0
1550,0,0,1,3,1,0
1551,1,0,3,1,0,0
1552,2,3,1,0,4,4
1553,0,0,1,1,1,3
1554,1,0,3,1,0,0
1555,1,2,1,2,0,0
1556,0,2,1,0,0,0
1557,0,0,1,1,1,0
1558,2,0,1,1,0,0
1559,0,0,1,3,0,4
1560,0,0,1,2,0,0
1561,2,2,1,2,0,0
1562,0,0,1,4,3,3
1563,0,0,3,4,1,4
1564,0,3,1,3,1,3
1565,0,0,1,2,2,4
1566,0,2,1,4,0,1
1567,1,0,0,1,0,3
1568,0,0,1,2,0,4
1569,0,1,1,0,3,4
1570,0,0,3,2,0,3
1571,0,3,1,3,0,1
1572,2,1,1,2,4,4
1573,1,0,3,1,1,3
1574,0,0,1,1,0,0
1575,0,0,0,2,0,3
1576,0,0,3,2,1,3
1577,0,0,1,4,0,0
1578,0,0,1,1,2,4
1579,0,0,1,4,0,0
1580,3,0,1,3,2,1
1581,0,0,1,0,1,0
1582,0,0,1,0,0,4
1583,0,0,1,4,0,4
1584,0,3,1,3,0,3
1585,0,0,1,1,0,3
1586,0,0,1,0,0,4
1587,3,0,1,0,4,4
1588,0,0,1,3,0,4
1589,0,3,1,4,1,4
1590,0,0,1,1,0,1
1591,0,3,1,3,0,1
1592,0,3,1,3,0,0
1593,3,3,1,0,4,4
1594,3,3,1,1,4,4
1595,0,3,1,2,0,1
1596,3,3,1,0,0,1
1597,3,3,1,2,0,1
1598,0,0,3,4,1,4
1599,0,3,1,3,1,4
1600,0,3,1,2,0,4
1601,3,0,3,2,0,4
1602,1,0,3,1,0,0
1603,1,3,3,1,0,3
1604,3,4,1,2,4,0
1605,0,0,3,2,0,3
1606,0,0,3,2,0,0
1607,0,0,0,2,0,4
1608,0,0,1,1,0,4
1609,0,0,0,3,0,0
1610,0,0,0,3,0,0
1611,0,2,1,3,0,0
1612,0,2,3,2,0,1
1613,0,0,3,3,0,0
1614,0,0,1,2,0,0
1615,1,0,0,1,0,3
1616,0,0,1,1,1,3
1617,3,0,1,4,1,0
1618,3,0,3,3,4,1
1619,3,2,3,2,4,4
1620,0,0,1,4,0,4
1621,0,2,1,4,1,0
1622,0,0,3,2,1,4
1623,0,2,1,3,1,4
1624,0,2,1,0,0,1
1625,2,0,1,0,0,3
1626,0,0,1,0,2,4
1627,0,2,1,1,1,4
1628,0,0,1,3,0,0
1629,0,0,1,0,0,3
1630,0,3,1,2,1,0
1631,0,2,1,1,0,1
1632,0,1,1,2,0,4
1633,0,0,1,4,1,0
1634,0,2,1,0,0,4
1635,3,3,1,1,1,4
1636,0,2,1,2,0,4
1637,0,0,1,0,0,0
1638,3,2,1,3,1,4
1639,0,3,1,0,1,0
1640,0,3,1,0,3,1
1641,0,0,1,4,1,0
1642,0,3,1,2,0,4
1643,0,0,1,0,1,0
1644,0,2,1,4,0,4
1645,0,3,1,2,0,0
1646,0,0,1,2,0,0
1647,3,2,1,3,3,4
1648,0,3,1,2,1,4
1649,3,0,1,2,1,0
1650,0,2,1,1,0,1
1651,3,3,1,3,2,4
1652,0,0,2,4,0,1
1653,0,0,0,4,1,4
1654,0,0,1,4,0,4
1655,0,3,1,1,1,1
1656,3,3,1,2,4,4
1657,0,0,3,3,0,0
1658,3,0,1,0,4,1
1659,0,0,3,2,0,3
1660,0,2,1,2,0,1
1661,0,0,4,2,0,1
1662,0,0,0,2,0,0
1663,0,2,1,3,0,1
1664,0,0,1,3,3,3
1665,0,0,4,2,0,4
1666,3,0,3,4,1,0
1667,0,0,3,2,0,4
1668,0,1,1,1,0,0
1669,0,1,1,2,3,1
1670,0,0,1,3,0,0
1671,0,0,1,1,0,1
1672,2,1,1,0,0,4
1673,0,1,1,2,2,0
1674,0,0,1,1,0,0
1675,0,3,1,0,0,1
1676,0,0,1,1,0,0
1677,0,0,1,4,1,0
1678,1,3,0,1,0,3
1679,1,0,0,1,1,3
1680,1,2,3,1,0,3
1681,0,0,1,0,0,4
1682,2,0,1,1,0,0
1683,0,0,1,1,0,3
1684,0,0,1,1,0,3
1685,0,0,3,2,0,4
1686,0,3,3,1,0,3
1687,0,2,1,0,0,3
1688,0,0,3,2,0,4
1689,0,3,1,0,1,3
1690,0,0,1,2,0,0
1691,2,3,1,2,0,0
1692,1,0,3,1,0,0
1693,0,3,1,0,0,4
1694,0,0,1,2,3,1
1695,0,2,1,0,3,1
1696,0,3,1,0,1,0
1697,0,0,1,2,0,0
1698,0,0,1,4,0,4
1699,0,3,1,2,1,3
1700,0,3,1,2,1,3
1701,1,0,3,1,0,3
1702,1,3,0,1,0,3
1703,0,3,3,2,1,0
1704,0,1,3,2,0,3
1705,0,2,3,2,0,3
1706,0,2,3,4,0,0
1707,0,2,3,2,0,4
1708,1,0,3,1,0,3
1709,3,0,1,2,3,0
1710,0,2,1,1,0,0
1711,0,3,3,2,0,4
1712,0,3,3,3,0,4
1713,0,0,3,2,0,0
1714,0,3,3,3,0,0
1715,0,1,3,2,0,3
1716,0,2,0,3,0,4
1717,0,0,3,2,3,0
1718,1,0,3,1,0,3
1719,0,3,3,2,0,4
1720,0,2,3,3,0,1
1721,0,3,3,3,0,4
1722,2,3,1,0,0,0
1723,0,1,1,2,1,0
1724,0,0,0,3,0,3
1725,0,0,3,2,0,3
1726,0,2,3,2,0,0
1727,3,0,1,4,2,0
1728,3,0,0,2,4,0
1729,0,3,1,1,0,0
1730,2,0,1,1,0,1
1731,0,1,1,4,1,0
1732,0,0,3,4,1,0
1733,0,3,3,2,0,0
1734,0,0,1,0,0,0
1735,0,3,3,3,0,4
1736,0,3,1,1,0,3
1737,0,3,3,3,2,0
1738,0,3,3,2,1,0
1739,0,0,1,3,0,0
1740,0,0,1,2,0,0
1741,0,2,3,2,0,0
1742,0,3,3,3,0,0
1743,0,3,3,3,1,0
1744,0,3,1,3,0,0
1745,3,0,3,3,4,0
1746,0,0,1,2,1,1
1747,0,1,1,0,0,3
1748,0,1,1,2,0,3
1749,0,0,1,2,2,3
1750,0,0,3,4,1,3
1751,0,3,1,0,1,0
1752,3,3,1,3,1,0
1753,0,0,1,3,1,0
1754,0,0,1,1,0,0
1755,2,0,1,0,4,0
1756,0,3,1,1,0,3
1757,3,0,1,2,4,3
1758,0,0,1,3,1,4
1759,0,0,3,2,0,0
1760,0,1,1,0,0,0
1761,0,3,3,2,0,0
1762,0,4,1,2,0,0
1763,0,1,0,3,0,0
1764,0,2,3,2,0,0
1765,0,0,1,2,0,3
1766,0,3,1,0,0,0
1767,1,3,3,1,1,0
1768,0,0,3,2,0,3
1769,3,1,3,3,1,0
1770,1,1,3,1,1,0
1771,3,3,1,3,1,0
1772,0,1,3,4,0,0
1773,0,4,3,3,0,4
1774,0,0,3,3,0,0
1775,3,2,1,2,1,0
1776,0,1,3,2,0,0
1777,0,2,3,3,0,1
1778,0,1,3,3,0,4
1779,0,3,3,3,0,0
1780,0,0,3,3,0,0
1781,1,0,3,1,0,3
1782,0,4,3,2,0,0
1783,0,3,3,3,0,0
1784,0,0,3,4,1,0
1785,1,1,3,1,0,3
1786,0,3,1,2,0,3
1787,1,0,3,1,0,3
1788,0,3,3,2,1,0
1789,0,2,1,4,1,0
1790,1,0,3,1,1,3
1791,0,1,1,4,1,0
1792,0,2,3,4,1,4
1793,2,3,0,2,0,0
1794,1,0,0,1,0,3
1795,0,3,1,3,1,3
1796,0,1,3,2,1,0
1797,1,0,3,1,1,3
1798,0,0,3,2,0,3
1799,0,4,0,3,0,4
1800,1,3,3,1,0,3
1801,0,0,1,4,1,0
1802,3,0,0,3,4,0
1803,1,3,3,1,4,3
1804,0,3,0,2,0,4
1805,0,3,3,2,1,0
1806,1,2,0,1,0,0
1807,0,3,1,0,0,4
1808,1,3,0,1,1,0
1809,1,0,3,1,0,3
1810,1,3,0,1,0,0
1811,0,0,4,2,0,4
1812,0,0,3,2,0,0
1813,0,0,0,3,0,0
1814,0,3,3,3,0,3
1815,0,1,1,0,0,0
1816,0,2,1,4,0,0
1817,0,3,3,2,0,0
1818,0,3,1,2,0,0
1819,0,1,1,1,0,0
1820,3,0,3,2,4,4
1821,0,3,3,4,1,3
1822,0,0,3,2,0,0
1823,1,0,3,1,0,3
1824,2,3,0,2,0,0
1825,0,0,3,2,0,0
1826,1,2,3,1,0,4
1827,0,0,1,4,1,3
1828,0,0,3,3,0,0
1829,1,0,0,1,1,0
1830,0,3,3,3,0,0
1831,0,0,0,4,0,0
1832,1,3,3,1,0,3
1833,0,2,3,2,0,3
1834,0,0,3,0,1,0
1835,0,1,3,2,0,3
1836,1,2,3,1,0,0
1837,1,2,3,1,0,3
1838,0,2,1,1,1,3
1839,0,2,3,4,1,4
1840,0,0,1,2,1,3
1841,1,0,0,1,1,3
1842,3,3,1,2,0,0
1843,0,0,3,3,0,0
1844,0,3,3,2,0,3
1845,0,0,0,2,0,0
1846,0,2,3,3,0,0
1847,0,4,3,2,0,4
1848,0,0,1,3,1,3
1849,1,0,3,1,4,3
1850,0,1,1,3,0,0
1851,0,0,1,2,0,4
1852,3,0,4,4,4,1
1853,0,3,1,1,0,3
1854,1,0,3,1,0,4
1855,3,0,3,2,4,4
1856,0,3,4,3,0,1
1857,1,2,3,1,0,3
1858,3,0,3,4,4,0
1859,0,0,1,3,0,0
1860,0,4,3,4,0,0
1861,0,0,1,3,0,3
1862,1,3,0,1,1,3
1863,0,1,3,2,0,0
1864,1,0,3,1,1,3
1865,0,3,1,1,0,3
1866,1,0,3,1,1,3
1867,0,3,3,2,0,3
1868,0,3,3,1,1,3
1869,0,3,3,2,1,3
1870,0,0,3,4,1,1
1871,0,0,1,4,1,3
1872,1,1,3,1,0,4
1873,1,1,3,1,1,3
1874,0,3,3,4,0,4
1875,0,0,3,3,0,3
1876,1,0,3,1,0,3
1877,1,0,3,1,0,4
1878,0,2,1,1,1,3
1879,0,1,3,3,0,3
1880,3,0,3,3,4,0
1881,0,3,3,3,0,3
1882,0,0,3,3,1,3
1883,1,0,0,1,1,0
1884,0,2,1,0,0,0
1885,0,3,1,0,1,4
1886,0,0,3,3,0,0
1887,0,2,1,2,0,0
1888,0,0,0,3,0,0
1889,0,0,0,3,0,0
1890,0,4,3,2,0,0
1891,0,3,3,2,0,0
1892,0,2,3,3,0,3
1893,0,3,3,2,0,0
1894,2,3,1,4,0,0
1895,0,3,1,0,0,0
1896,3,2,0,3,4,0
1897,0,0,1,1,0,4
1898,1,1,3,1,0,3
1899,0,0,0,3,0,0
1900,0,3,1,2,0,0
1901,0,4,3,3,0,0
1902,0,0,4,2,0,1
1903,0,0,3,3,0,4
1904,0,3,3,4,1,3
