,fuelType_Clusters,tripsTaken_Clusters,dailyRate_Clusters,vehicleMake_Clusters,vehicleType_Clusters,vehicleAge_Clusters
1905,3,2,1,2,0,0
1906,1,2,3,1,0,3
1907,0,2,3,3,0,0
1908,0,0,1,2,3,3
1909,0,1,3,3,0,0
1910,1,0,3,1,0,0
1911,0,0,3,4,0,0
1912,0,3,0,3,0,0
1913,0,0,3,2,0,3
1914,0,0,1,4,1,0
1915,0,3,3,4,1,4
1916,0,0,3,2,1,3
1917,0,0,0,4,0,0
1918,0,0,1,2,2,0
1919,0,1,1,3,1,3
1920,0,3,3,4,1,3
1921,0,2,0,4,0,3
1922,3,0,1,2,1,3
1923,0,3,0,3,0,0
1924,0,3,1,2,1,0
1925,0,4,3,2,0,0
1926,3,3,0,4,1,4
1927,0,4,3,3,0,4
1928,0,3,0,4,0,3
1929,0,0,1,4,1,3
1930,0,0,1,0,0,3
1931,3,0,4,2,4,1
1932,0,2,1,3,2,0
1933,0,2,1,3,0,4
1934,0,0,1,0,1,3
1935,0,1,3,2,0,0
1936,3,0,0,3,4,0
1937,0,1,3,3,0,0
1938,0,2,1,3,0,1
1939,0,1,3,2,0,3
1940,0,0,3,3,0,3
1941,0,0,2,0,0,1
1942,0,0,3,2,0,3
1943,0,0,3,4,1,4
1944,0,3,1,1,0,3
1945,0,3,3,2,0,0
1946,3,2,1,0,0,0
1947,3,2,1,0,0,3
1948,0,2,1,3,0,3
1949,0,0,3,3,0,4
1950,1,3,1,1,0,0
1951,0,0,1,0,0,0
1952,3,0,3,3,4,0
1953,0,1,1,2,0,3
1954,0,1,1,2,0,3
1955,0,3,1,1,0,1
1956,3,3,1,2,4,3
1957,0,0,1,4,0,0
1958,0,3,1,2,0,3
1959,0,0,1,0,0,0
1960,0,0,1,2,0,3
1961,0,0,1,2,0,0
1962,0,1,1,3,0,0
1963,0,2,1,2,0,3
1964,1,3,3,1,0,0
1965,0,3,3,4,0,3
1966,0,0,1,4,0,0
1967,0,2,1,2,0,3
1968,1,2,1,1,0,3
1969,0,2,3,3,1,0
1970,3,1,1,3,0,1
1971,3,3,1,2,0,3
1972,0,0,1,0,0,0
1973,0,3,1,0,1,0
1974,3,2,1,4,1,0
1975,0,0,3,2,0,0
1976,0,3,1,0,0,4
1977,0,1,1,4,1,0
1978,3,0,1,0,4,4
1979,0,3,1,1,0,3
1980,0,3,1,0,0,3
1981,0,0,1,4,0,0
1982,0,2,1,3,0,0
1983,2,3,1,2,4,3
1984,0,0,1,3,1,1
1985,0,3,3,2,0,3
1986,0,3,1,0,0,0
1987,0,0,1,3,1,4
1988,0,2,1,1,0,1
1989,0,0,1,1,0,4
1990,0,0,1,4,1,3
1991,1,1,3,1,1,0
1992,1,3,0,1,0,3
1993,0,3,1,3,0,3
1994,0,1,1,0,0,0
1995,3,0,1,2,4,1
1996,3,0,3,3,4,0
1997,0,3,1,3,0,0
1998,1,3,3,1,1,3
1999,0,0,1,1,0,4
2000,0,2,1,0,0,4
2001,0,0,3,3,0,0
2002,0,0,1,1,0,4
2003,3,3,1,0,0,4
2004,3,1,1,2,4,0
2005,0,2,1,1,0,1
2006,0,2,1,1,0,0
2007,2,2,3,2,0,0
2008,0,0,1,4,0,4
2009,0,3,1,2,0,4
2010,0,0,1,4,0,0
2011,0,4,3,2,0,0
2012,0,0,1,0,0,0
2013,0,2,1,3,0,3
2014,3,2,1,4,4,1
2015,3,0,3,3,0,1
2016,3,3,1,1,0,1
2017,0,0,1,1,0,4
2018,0,2,1,2,0,0
2019,0,0,1,4,0,4
2020,0,0,1,3,1,0
2021,0,0,1,0,0,0
2022,0,0,1,1,3,3
2023,0,0,1,3,0,0
2024,0,3,1,4,0,0
2025,0,2,0,3,0,0
2026,0,3,1,0,0,3
2027,1,3,3,1,0,3
2028,0,3,1,3,0,3
2029,0,1,3,2,0,0
2030,0,0,0,3,1,0
2031,3,2,1,2,4,1
2032,0,0,3,2,1,3
2033,0,3,3,4,0,4
2034,3,2,1,4,4,1
2035,3,3,1,0,4,1
2036,3,0,1,3,4,1
2037,0,1,1,1,0,1
2038,0,1,1,4,1,1
2039,0,3,1,0,1,0
2040,3,0,1,4,1,0
2041,0,0,1,0,0,0
2042,0,3,1,0,0,3
2043,0,0,1,1,0,0
2044,2,0,1,1,0,0
2045,1,3,3,1,0,3
2046,3,3,1,4,1,1
2047,0,3,1,2,0,4
2048,1,0,0,1,1,3
2049,0,3,1,2,0,3
2050,1,3,3,1,1,0
2051,3,2,1,0,0,0
2052,0,0,1,2,0,3
2053,0,0,1,4,1,4
2054,0,0,3,2,0,0
2055,0,2,1,4,1,4
2056,0,0,1,0,0,4
2057,0,0,3,3,0,3
2058,0,0,0,2,0,3
2059,1,0,3,1,0,3
2060,0,3,1,0,0,3
2061,3,2,1,0,0,0
2062,0,1,1,2,0,4
2063,0,3,3,2,0,0
2064,0,3,1,0,0,3
2065,3,2,1,4,0,1
2066,0,0,2,4,0,3
2067,0,3,0,3,0,0
2068,0,3,1,3,0,0
2069,4,0,3,4,1,0
2070,0,2,1,0,0,0
2071,0,0,1,3,1,0
2072,0,2,1,2,1,0
2073,2,3,1,3,0,0
2074,3,3,1,1,4,0
2075,0,3,2,4,0,3
2076,0,1,3,2,0,0
2077,0,0,1,0,0,3
2078,0,0,3,2,0,3
2079,0,2,3,2,0,3
2080,0,0,0,3,0,0
2081,0,2,3,3,0,0
2082,0,0,0,3,1,4
2083,0,1,3,2,0,0
2084,0,3,3,2,0,3
2085,0,3,3,2,0,0
2086,0,2,1,2,1,3
2087,0,2,3,3,0,3
2088,0,2,3,3,0,4
2089,0,0,0,4,0,3
2090,3,2,3,3,4,4
2091,2,2,3,2,0,0
2092,0,3,1,0,0,3
2093,1,0,1,1,0,0
2094,3,0,1,2,4,1
2095,0,2,1,2,0,4
2096,0,2,1,1,0,4
2097,0,0,1,0,0,4
2098,1,0,3,1,0,3
2099,0,3,2,4,0,3
2100,0,0,1,2,1,3
2101,0,3,1,3,0,3
2102,0,3,1,0,0,3
2103,0,0,1,4,1,3
2104,0,3,1,1,0,4
2105,1,2,3,1,0,0
2106,3,3,0,3,4,0
2107,0,1,0,3,0,4
2108,3,0,0,3,4,0
2109,2,0,1,0,0,3
2110,0,0,0,2,0,3
2111,0,0,4,0,0,3
2112,1,2,3,1,0,3
2113,0,0,3,2,0,0
2114,0,1,0,3,1,0
2115,0,1,1,0,0,0
2116,0,0,1,2,0,0
2117,0,0,1,0,1,3
2118,0,0,3,4,1,3
2119,3,0,1,2,4,0
2120,0,3,1,0,0,3
2121,0,3,1,0,0,3
2122,0,0,3,2,1,0
2123,0,3,1,1,0,3
2124,3,0,1,2,1,0
2125,0,0,1,2,0,3
2126,3,2,1,0,4,4
2127,0,3,1,2,0,3
2128,0,2,1,0,0,3
2129,0,1,1,1,0,0
2130,0,0,1,1,0,1
2131,0,2,1,1,0,3
2132,0,0,1,0,0,3
2133,0,1,1,1,0,3
2134,0,0,1,1,0,3
2135,3,1,1,0,0,4
2136,0,3,1,0,1,3
2137,0,0,1,2,2,0
2138,0,2,1,2,2,4
2139,3,3,1,3,4,4
2140,0,3,1,3,0,0
2141,0,1,1,4,2,1
2142,0,0,0,3,0,0
2143,0,0,3,4,1,4
2144,1,2,0,1,1,0
2145,0,0,0,4,0,1
2146,1,0,3,1,0,3
2147,0,3,1,2,0,4
2148,1,3,0,1,0,0
2149,0,0,3,0,1,0
2150,0,3,1,2,0,0
2151,0,0,1,1,1,4
2152,0,0,1,1,0,0
2153,0,3,1,0,0,4
2154,0,3,1,0,0,0
2155,2,0,1,1,0,1
2156,2,1,1,2,0,4
2157,0,0,1,2,0,4
2158,0,2,3,2,0,0
2159,0,3,3,3,0,0
2160,1,0,3,1,0,3
2161,1,0,3,1,1,0
2162,0,0,1,2,0,1
2163,0,2,3,3,1,0
2164,0,2,1,1,0,3
2165,0,0,1,2,0,3
2166,1,0,0,1,1,3
2167,1,3,3,1,0,3
2168,1,3,3,1,0,3
2169,1,0,0,1,1,3
2170,0,0,1,4,0,0
2171,0,0,1,2,0,0
2172,0,2,1,0,0,3
2173,3,0,1,2,1,0
2174,0,2,1,2,0,0
2175,3,3,1,3,4,0
2176,0,1,1,1,0,3
2177,1,3,0,1,1,3
2178,0,0,1,3,0,0
2179,1,0,3,1,0,3
2180,0,1,1,0,0,0
2181,0,0,3,3,0,0
2182,0,3,1,3,0,4
2183,3,3,1,2,2,4
2184,3,2,1,0,4,4
2185,0,0,1,2,0,4
2186,0,3,1,4,0,1
2187,1,1,3,1,0,3
2188,0,2,1,2,0,4
2189,0,2,3,2,0,3
2190,3,3,1,3,1,4
2191,0,2,1,3,0,4
2192,0,3,1,2,0,1
2193,0,3,1,3,0,1
2194,1,3,3,1,0,3
2195,0,2,1,2,0,3
2196,0,0,1,4,2,0
2197,0,0,1,2,2,3
2198,0,3,1,3,0,4
2199,0,3,1,3,0,4
2200,3,3,1,3,0,4
2201,0,0,1,1,1,0
2202,0,3,1,1,0,0
2203,0,2,3,2,0,4
2204,0,3,1,4,1,1
2205,0,3,1,2,2,4
2206,3,3,1,0,4,0
2207,0,2,1,2,2,1
2208,1,0,3,1,0,3
2209,0,0,1,2,1,4
2210,0,3,1,0,3,0
2211,0,2,1,1,0,0
2212,0,3,1,3,1,3
2213,1,3,3,1,0,3
2214,0,0,1,3,0,0
2215,0,0,1,3,1,0
2216,0,3,1,2,1,4
2217,0,3,3,3,0,4
2218,0,0,1,1,0,3
2219,2,0,0,2,0,0
2220,0,0,1,0,0,3
2221,0,0,3,0,0,3
2222,0,3,1,4,0,0
2223,0,0,3,2,0,3
2224,0,0,1,1,0,4
2225,0,0,3,3,0,4
2226,0,2,1,3,1,4
2227,0,3,0,2,0,4
2228,1,0,3,1,0,3
2229,0,0,0,3,0,4
2230,3,0,1,4,2,0
2231,3,0,3,3,4,3
2232,0,2,3,3,0,0
2233,0,0,1,4,2,0
2234,0,0,1,4,2,0
2235,3,3,1,4,2,0
2236,0,0,1,0,0,0
2237,0,0,1,4,1,3
2238,0,0,1,0,1,0
2239,0,0,3,2,0,3
2240,0,0,1,4,1,0
2241,0,0,0,4,0,4
2242,3,3,1,4,2,4
2243,0,3,1,0,0,0
2244,1,3,3,1,1,0
2245,1,0,3,1,0,3
2246,3,3,1,0,4,3
2247,0,0,3,2,0,0
2248,0,0,1,4,0,0
2249,1,0,1,2,4,0
2250,3,3,1,4,1,3
2251,0,0,1,2,3,0
2252,0,0,1,0,0,0
2253,0,0,1,2,0,4
2254,3,0,1,4,2,0
2255,0,0,1,3,1,3
2256,3,0,1,4,2,0
2257,0,0,3,3,0,0
2258,0,3,1,3,0,4
2259,0,0,0,2,0,0
2260,0,3,3,3,1,0
2261,3,0,1,4,4,1
2262,1,3,3,1,0,3
2263,0,3,1,2,0,0
2264,0,0,1,0,0,4
2265,0,0,1,4,2,0
2266,0,0,3,4,1,3
2267,0,0,3,3,0,0
2268,0,0,3,0,3,3
2269,0,3,3,4,1,4
2270,2,2,1,1,0,1
2271,0,0,1,4,1,0
2272,1,0,0,1,1,3
2273,0,2,1,0,0,1
2274,0,3,1,1,0,0
2275,0,0,1,4,0,0
2276,3,2,1,4,1,0
2277,0,2,1,0,0,0
2278,0,0,1,1,0,0
2279,0,3,1,1,1,3
2280,0,0,3,4,1,3
2281,0,3,1,4,1,3
2282,1,0,3,1,0,3
2283,0,2,1,0,0,4
2284,0,3,1,0,1,3
2285,0,0,1,4,0,1
2286,0,1,3,2,1,3
2287,3,0,1,2,4,0
2288,0,0,3,4,0,0
2289,3,2,1,1,4,1
2290,0,3,1,2,0,3
2291,3,0,1,0,4,4
2292,3,3,1,1,4,4
2293,0,2,1,2,0,3
2294,0,3,1,0,0,4
2295,0,3,1,1,0,1
2296,3,3,1,0,4,4
2297,0,0,1,4,0,1
2298,0,3,1,2,1,4
2299,3,0,1,1,4,4
2300,3,0,3,2,1,3
2301,0,3,1,4,1,0
2302,0,0,1,3,1,4
2303,0,0,3,2,0,1
2304,0,2,1,4,0,4
2305,3,0,1,0,1,1
2306,2,3,1,1,0,1
2307,0,0,1,2,0,0
2308,0,3,1,0,0,1
2309,3,3,1,0,4,1
2310,0,3,1,3,1,1
2311,0,0,1,2,1,3
2312,0,3,1,0,0,0
2313,0,3,1,2,0,4
2314,0,3,1,4,1,4
2315,2,3,1,1,0,1
2316,3,1,1,3,1,4
2317,0,0,1,4,0,4
2318,0,2,1,1,1,1
2319,0,2,1,0,0,1
2320,0,3,1,4,0,0
2321,0,1,1,1,1,1
2322,3,2,1,1,0,1
2323,2,0,1,1,0,3
2324,0,3,1,3,0,1
2325,0,3,1,3,0,1
2326,0,2,1,3,0,1
2327,2,0,1,4,0,4
2328,0,0,1,2,0,1
2329,0,2,1,1,1,0
2330,0,0,1,4,1,3
2331,0,3,3,3,0,0
2332,0,0,1,4,1,3
2333,0,2,3,2,1,4
2334,0,2,1,3,0,3
2335,0,0,1,3,0,3
2336,0,3,1,2,0,4
2337,3,3,1,1,4,4
2338,0,2,1,3,0,1
2339,0,0,1,3,0,0
2340,0,0,3,4,1,3
2341,0,2,1,3,0,3
2342,0,0,1,1,1,0
2343,1,0,1,2,0,0
2344,0,0,3,3,0,1
2345,0,2,1,2,1,4
2346,2,3,1,1,0,4
2347,0,0,1,2,1,4
2348,3,0,1,0,4,0
2349,0,3,1,2,0,4
2350,0,0,3,0,3,4
2351,2,3,1,1,0,4
2352,3,0,1,2,4,0
2353,0,0,3,0,0,4
2354,3,0,1,2,4,0
2355,1,0,0,1,1,3
2356,1,3,3,1,0,3
2357,1,0,0,1,1,0
2358,1,0,0,1,1,3
2359,0,0,4,4,0,1
2360,1,0,3,1,0,3
2361,0,0,3,2,0,0
2362,0,3,1,4,0,1
2363,0,3,1,4,1,4
2364,0,0,1,2,0,0
2365,0,0,0,3,0,4
2366,0,0,0,4,0,3
2367,0,3,0,2,1,3
2368,0,3,1,4,0,1
2369,0,1,1,0,0,3
2370,0,2,1,3,0,3
2371,3,1,1,3,0,3
2372,3,2,1,3,0,0
2373,3,4,1,4,0,4
2374,3,4,1,3,4,0
2375,1,0,3,1,0,3
2376,3,2,0,3,0,0
2377,0,0,3,2,0,3
2378,0,1,3,0,0,3
2379,0,0,3,3,0,0
2380,3,1,1,0,0,3
2381,0,2,1,3,1,3
2382,0,3,3,0,0,3
2383,0,2,1,3,1,3
2384,0,2,1,2,0,3
2385,0,0,1,3,1,3
2386,0,0,3,3,0,0
2387,0,0,1,3,1,3
2388,3,2,1,2,2,0
2389,0,0,1,3,0,3
2390,0,0,1,3,0,3
2391,0,0,1,0,0,3
2392,0,0,1,3,0,3
2393,0,0,1,3,0,3
2394,0,0,3,2,0,3
2395,0,2,1,0,1,3
2396,0,0,1,3,0,3
2397,0,0,1,0,2,3
2398,3,0,1,3,4,3
2399,0,3,3,0,0,3
2400,0,3,3,3,0,0
2401,0,3,1,0,0,3
2402,3,0,1,3,4,3
2403,0,0,1,3,0,3
2404,0,1,3,3,0,4
2405,0,3,1,0,0,3
2406,0,2,1,0,0,3
2407,0,0,1,3,0,3
2408,0,0,1,3,0,3
2409,0,0,1,3,0,0
2410,3,1,3,0,4,3
2411,0,2,1,0,0,3
2412,3,2,3,2,1,0
2413,0,2,1,0,0,3
2414,0,3,3,4,1,3
2415,0,0,3,2,0,0
2416,0,0,1,3,0,0
2417,0,0,1,0,0,3
2418,0,0,1,3,0,3
2419,0,0,1,3,0,0
2420,3,1,1,0,1,4
2421,0,0,1,3,2,0
2422,0,3,0,3,0,0
2423,1,0,0,1,1,0
2424,0,0,1,3,0,3
2425,0,3,1,0,1,3
2426,0,0,1,3,0,0
2427,3,0,1,0,4,3
2428,3,0,1,3,0,0
2429,2,2,0,2,0,0
2430,0,0,1,2,2,0
2431,0,3,1,3,0,3
2432,3,0,1,3,4,3
2433,0,0,3,0,0,4
2434,0,0,1,2,2,3
2435,0,0,1,2,0,0
2436,0,1,1,2,1,3
2437,0,0,1,1,0,3
2438,0,0,3,3,0,0
2439,0,0,3,3,1,0
2440,0,0,0,4,1,3
2441,0,3,3,2,1,3
2442,0,3,1,2,0,3
2443,0,0,1,3,0,3
2444,0,0,1,3,0,4
2445,0,3,0,3,0,0
2446,0,0,1,3,0,3
2447,0,3,3,3,0,4
2448,0,0,0,3,0,0
2449,1,0,3,1,0,3
2450,3,0,1,3,4,3
2451,0,0,0,3,0,0
2452,0,0,1,4,0,0
2453,0,3,1,2,0,0
2454,0,0,1,3,0,3
2455,0,0,3,2,0,0
2456,0,0,1,4,1,0
2457,0,3,3,3,0,0
2458,0,2,3,0,0,3
2459,0,0,1,3,1,0
2460,0,3,1,0,0,3
2461,3,0,1,0,4,3
2462,0,2,1,2,0,3
2463,3,0,1,4,1,0
2464,1,3,3,1,0,3
2465,1,0,0,1,0,0
2466,0,3,3,3,0,4
2467,0,3,3,3,0,4
2468,0,3,3,4,1,3
2469,0,0,1,4,0,3
2470,0,3,3,2,0,0
2471,1,0,3,1,0,3
2472,4,0,1,0,3,0
2473,0,3,3,4,1,3
2474,1,0,3,1,0,3
2475,1,0,0,1,0,3
2476,3,2,1,0,1,0
2477,0,3,1,0,1,4
2478,3,0,1,4,0,0
2479,0,0,1,0,0,4
2480,0,3,1,0,0,1
2481,2,0,1,1,0,1
2482,0,1,1,0,0,1
2483,2,0,1,1,0,4
2484,0,3,1,0,0,4
2485,0,3,1,1,0,1
2486,2,3,1,1,0,4
2487,3,0,1,3,4,0
2488,0,0,1,0,0,1
2489,0,3,1,0,0,1
2490,2,3,1,4,0,0
2491,2,3,1,4,4,1
2492,2,3,1,4,0,1
2493,0,0,1,0,0,1
2494,2,3,1,4,0,1
2495,0,0,1,0,0,4
2496,0,0,1,1,0,0
2497,0,0,1,2,0,4
2498,2,2,1,4,0,4
2499,2,2,1,4,4,4
2500,3,0,1,2,4,0
2501,3,0,1,2,1,3
2502,0,0,1,0,0,0
2503,3,0,1,3,1,0
2504,0,3,1,3,0,3
2505,3,0,1,4,0,1
2506,3,3,1,3,0,4
2507,0,3,1,3,0,4
2508,0,0,4,3,1,3
2509,0,0,1,1,1,3
2510,0,0,3,1,1,3
2511,3,0,1,1,1,4
2512,0,0,0,3,0,0
2513,0,0,0,3,0,0
2514,0,0,0,3,0,3
2515,4,0,3,3,3,0
2516,0,0,3,4,1,3
2517,0,2,1,0,0,0
2518,0,2,1,0,0,4
2519,0,1,1,0,0,4
2520,0,0,1,2,1,0
2521,0,0,1,4,0,0
2522,1,3,3,1,0,0
2523,0,2,1,1,1,3
2524,0,0,1,3,0,0
2525,0,0,1,4,1,4
2526,1,0,3,1,0,0
2527,0,0,3,1,1,3
2528,0,2,1,0,3,1
2529,1,3,3,1,0,3
2530,0,3,1,0,0,0
2531,1,3,3,1,0,3
2532,0,0,1,2,0,4
2533,0,0,3,2,1,0
2534,0,3,1,0,1,4
2535,0,0,3,4,1,0
2536,1,2,3,1,0,4
2537,0,3,1,0,1,3
2538,1,0,3,1,1,3
2539,0,1,1,1,0,4
2540,0,2,1,1,0,1
2541,2,0,1,2,0,4
2542,3,3,1,1,4,1
2543,0,3,1,0,1,4
2544,3,2,1,1,0,1
2545,1,0,1,2,0,0
2546,3,1,1,1,0,1
2547,0,1,1,1,0,4
2548,0,3,1,4,0,4
2549,1,3,3,1,0,3
2550,0,0,1,0,1,3
2551,3,3,1,0,1,1
2552,0,0,1,4,1,4
2553,0,3,1,0,1,1
2554,0,0,1,0,0,0
2555,0,0,1,0,0,1
2556,0,1,1,1,0,1
2557,2,0,1,2,4,0
2558,0,0,1,4,0,0
2559,3,1,1,1,0,1
2560,0,0,1,3,3,4
2561,0,0,1,1,0,4
2562,3,3,1,1,0,1
2563,0,1,3,3,0,4
2564,0,0,1,2,0,0
2565,0,3,3,3,1,0
2566,0,3,1,0,0,1
2567,0,0,1,0,1,4
2568,0,0,1,0,1,4
2569,0,0,1,1,0,1
2570,0,3,1,1,0,1
2571,0,0,1,0,1,1
2572,3,3,1,1,4,4
2573,3,0,1,0,1,1
2574,0,1,1,2,0,0
2575,0,0,1,1,0,4
2576,3,0,1,0,1,1
2577,0,0,1,0,3,3
2578,0,2,1,0,1,1
2579,0,0,1,2,2,1
2580,3,3,1,0,1,1
2581,0,0,1,1,0,1
2582,3,1,1,1,4,1
2583,0,1,1,0,0,4
2584,2,0,1,1,0,1
2585,0,0,1,0,1,0
2586,0,1,1,1,0,1
2587,0,2,1,1,0,4
2588,0,3,1,1,0,1
2589,0,3,1,1,0,4
2590,3,0,1,1,4,1
2591,3,3,1,2,2,1
2592,3,3,1,0,1,1
2593,3,0,1,0,4,0
2594,0,0,1,1,3,0
2595,0,3,1,0,0,4
2596,0,0,1,1,0,1
2597,0,0,1,1,0,4
2598,0,0,1,1,0,1
2599,3,2,1,1,4,4
2600,0,0,1,1,0,1
2601,0,0,1,0,0,0
2602,0,3,1,2,1,4
2603,3,0,1,1,4,4
2604,1,0,1,3,0,0
2605,0,0,1,3,0,0
2606,3,3,1,2,2,1
2607,3,0,1,2,2,4
2608,0,2,1,2,1,1
2609,0,3,1,0,1,1
2610,0,3,1,3,0,1
2611,0,1,1,0,1,1
2612,0,3,1,0,1,1
2613,3,3,1,1,4,1
2614,3,0,1,2,2,1
2615,0,0,1,0,1,0
2616,3,0,1,0,2,3
2617,0,0,1,4,0,3
2618,0,0,1,3,0,4
2619,0,1,1,0,1,0
2620,3,3,1,2,2,4
2621,3,0,1,2,1,1
2622,0,1,1,3,0,1
2623,3,0,1,0,4,3
2624,0,3,1,0,3,0
2625,0,3,1,1,0,0
2626,0,2,1,2,0,1
2627,0,2,1,3,0,1
2628,0,1,1,3,0,1
2629,0,3,1,2,0,1
2630,3,0,1,2,2,1
2631,0,1,1,3,1,1
2632,3,0,1,2,4,4
2633,3,3,1,2,4,1
2634,0,2,1,0,0,0
2635,0,0,1,0,0,0
2636,3,2,1,2,4,1
2637,0,0,1,0,0,0
2638,0,1,1,2,1,1
2639,0,1,1,1,0,4
2640,3,1,1,3,4,1
2641,0,3,1,1,0,4
2642,3,3,1,1,4,4
2643,3,1,1,1,4,4
2644,3,1,1,2,0,1
2645,3,1,1,1,0,4
2646,0,2,1,1,0,4
2647,0,2,0,2,0,0
2648,0,3,3,3,0,0
2649,0,2,3,2,1,3
2650,0,0,3,3,0,0
2651,0,1,3,2,0,3
2652,0,3,3,2,0,3
2653,0,0,0,3,0,0
2654,0,3,3,2,1,0
2655,1,0,3,1,0,3
2656,4,0,3,3,0,4
2657,0,2,1,4,1,0
2658,0,3,3,2,0,4
2659,3,1,1,4,1,0
2660,3,1,1,1,4,4
2661,3,3,1,0,4,0
2662,0,2,1,1,0,1
2663,0,0,0,4,0,0
2664,2,1,1,0,0,4
2665,2,3,1,0,4,1
2666,3,3,1,4,0,0
2667,3,1,1,3,4,4
2668,0,3,1,4,0,0
2669,3,2,1,3,4,0
2670,0,3,3,2,0,0
2671,3,0,3,1,2,0
2672,3,3,1,3,4,4
2673,0,3,1,3,0,0
2674,0,2,1,4,1,3
2675,0,0,0,4,1,3
2676,0,4,1,0,0,0
2677,0,0,1,0,0,4
2678,0,0,1,3,0,4
2679,0,4,1,1,1,3
2680,2,0,1,0,0,3
2681,0,0,1,1,2,3
2682,3,3,1,1,2,3
2683,0,2,1,1,0,3
2684,2,0,1,1,0,3
2685,0,3,1,1,2,3
2686,0,3,1,4,0,3
2687,0,3,1,1,1,3
2688,0,0,1,2,1,4
2689,2,0,1,1,1,3
2690,0,0,3,3,0,4
2691,3,0,1,2,1,0
2692,0,0,3,2,0,0
2693,1,0,3,1,0,3
2694,0,3,3,2,0,0
2695,1,0,3,1,0,3
2696,0,3,1,0,0,3
2697,0,3,1,2,1,3
2698,0,2,1,2,0,1
2699,0,1,1,2,0,4
2700,1,0,3,1,0,3
2701,0,2,3,1,0,3
2702,1,4,3,1,0,3
2703,0,1,3,4,1,0
2704,0,0,1,4,1,0
2705,0,2,1,0,0,4
2706,0,0,0,2,0,3
2707,0,1,3,2,0,1
2708,0,3,3,3,1,0
2709,0,0,3,2,1,3
2710,1,0,3,1,0,3
2711,0,0,3,2,1,0
2712,0,0,0,2,0,3
2713,0,2,1,2,0,1
2714,0,0,3,3,1,4
2715,0,1,3,0,1,0
2716,0,0,3,3,1,0
2717,0,1,3,2,1,0
2718,0,1,1,0,1,0
2719,0,0,1,4,0,0
2720,0,0,1,2,1,0
2721,0,3,1,2,0,3
2722,0,4,3,3,0,4
2723,0,0,3,0,0,0
2724,0,1,1,2,0,1
2725,0,0,3,2,0,3
2726,0,2,1,2,0,4
2727,3,3,1,2,4,3
2728,0,0,1,2,1,0
2729,0,0,3,3,1,3
2730,0,3,1,2,1,0
2731,1,3,3,1,0,3
2732,0,2,3,3,0,1
2733,0,4,1,2,0,0
2734,4,1,1,3,1,1
2735,1,0,0,1,1,3
2736,0,0,1,1,0,4
2737,0,0,1,2,1,0
2738,1,3,3,1,0,3
2739,1,0,3,1,0,3
2740,0,0,1,2,1,3
2741,1,0,3,1,0,3
2742,0,0,1,2,0,0
2743,4,0,1,1,0,4
2744,3,0,1,1,1,3
2745,0,0,1,2,1,0
2746,0,3,1,0,0,4
2747,0,3,1,0,0,3
2748,0,3,1,4,0,4
2749,0,3,1,3,0,3
2750,0,0,1,2,0,3
2751,0,0,3,2,1,4
2752,0,3,1,2,2,0
2753,3,3,1,2,4,4
2754,0,3,1,2,0,0
2755,0,3,1,0,1,0
2756,3,0,1,0,3,1
2757,0,0,3,0,0,3
2758,0,3,1,2,0,0
2759,0,0,1,3,1,0
2760,3,2,1,2,4,0
2761,3,3,1,4,4,4
2762,0,3,1,2,1,4
2763,0,0,1,0,1,3
2764,0,3,1,2,0,4
2765,0,3,1,0,0,4
2766,0,3,1,0,0,1
2767,0,3,1,1,0,0
2768,0,3,1,0,1,0
2769,0,3,1,0,0,1
2770,0,0,1,1,0,4
2771,0,0,1,3,0,0
2772,0,2,1,4,0,1
2773,0,2,1,3,0,1
2774,1,3,3,1,0,3
2775,0,3,1,0,0,0
2776,3,0,1,2,4,0
2777,4,0,1,1,0,4
2778,3,3,1,4,1,0
2779,0,2,1,0,0,4
2780,4,0,1,1,0,4
2781,0,2,1,4,1,1
2782,2,3,1,1,1,3
2783,0,3,1,0,0,3
2784,3,3,1,0,0,0
2785,0,0,1,3,1,0
2786,0,3,1,1,0,1
2787,0,2,1,1,0,1
2788,2,0,1,1,0,0
2789,0,3,1,2,0,0
2790,0,3,1,2,0,0
2791,1,0,3,1,0,0
2792,0,0,1,4,1,0
2793,0,0,1,2,0,0
2794,1,2,1,1,0,3
2795,1,0,3,1,0,0
2796,1,0,1,2,0,3
2797,3,0,1,0,4,1
2798,0,3,1,0,0,3
2799,1,0,3,1,0,3
2800,0,0,3,2,0,3
2801,0,0,1,1,1,3
2802,0,2,1,0,0,4
2803,2,0,1,1,0,4
2804,0,0,3,2,1,3
2805,0,0,1,1,0,0
2806,1,0,3,1,1,3
2807,0,0,3,2,0,3
2808,0,0,1,0,0,3
2809,0,0,3,3,3,3
2810,0,3,1,2,0,3
2811,0,0,1,0,1,1
2812,0,0,0,2,1,0
2813,0,0,1,2,1,3
2814,0,0,1,3,1,3
2815,0,0,1,2,1,3
2816,0,0,1,1,0,4
2817,0,3,0,2,0,0
2818,1,0,3,1,0,3
2819,0,2,1,1,0,3
2820,0,0,3,4,1,0
2821,0,0,3,3,0,3
2822,2,1,0,2,0,0
2823,2,3,1,0,0,3
2824,0,3,1,1,1,3
2825,0,3,3,2,0,3
2826,0,0,1,1,1,3
2827,0,1,3,3,0,0
2828,0,3,3,3,0,4
2829,0,0,0,4,0,0
2830,0,3,1,2,1,3
2831,3,4,3,2,0,0
2832,3,0,1,1,4,1
